Code,Version Number,Description,Professional Recognition,Notes,Key search terms
C11037,2025.01,"<p>The <a href=""https://www.uts.edu.au/study/business/i-want-study/management/postgraduate-options/why-sport-management"">Graduate Certificate in Sport Management</a> provides an introduction to the sport industry environment alongside an awareness of management skills relevant to this sector. The program includes subjects that develop a critical understanding of sport management across the areas of business, globalisation, governance, and sport for social impact in both the Australian and international contexts.</p>",,<p>This course is not offered to international students.</p>,Business
C11038,2025.01,"<p>The Graduate Certificate in Event Management is suited to both those wishing to enter the events sector, and to those currently working in events who are seeking a formal qualification. The course is designed to introduce students to cutting edge knowledge and theories and to develop their skills and knowledge relating to the planning and management of various event forms.</p>",,<p>This course is not offered to international students.</p>,Business
C04288,2025.01,"<p>The Master of Not-for-Profit and Social Enterprise reflects best practice, current issues, and emerging trends in not-for-profit and social enterprise, and has been designed for individuals who are passionate about social justice, enabling them to develop innovative solutions that have social impact. With this in mind, the program includes subjects that seek to develop an understanding of the not-for-profit sector and the unique skills needed to effectively manage organisations that have a social purpose at their heart.</p>",,"<p><strong>Commonwealth Supported Places</strong></p> <p>There are a limited number of <a href=""https://www.uts.edu.au/current-students/managing-your-course/fees-and-payment/domestic-student-tuition-fees/commonwealth-supported"">Commonwealth Supported Places (CSPs)</a> within this course that are competitive and allocated on merit. Applicants must indicate on their application if they wish to be considered for a CSP.</p> <p>As applications are assessed progressively, applicants are strongly encouraged to apply early to be considered. Eligible applicants must accept their offer by the lapse date to retain their place.</p> <ul> <li>Autumn 2024 closing dates: <ul> <li>Round 1: Sunday 26 November 2023</li> <li>Round 2: Sunday 21 January 2024 (if places are available)</li> </ul> </li> <li>Spring 2024 closing dates: <ul> <li>Round 1: Sunday 26 May 2024</li> <li>Round 2: Sunday 30 June 2024 (if places are available)</li> </ul> </li> </ul> <p>Refer to <a href=""https://www.uts.edu.au/study/postgraduate/postgraduate-courses-commonwealth-supported-places-csp"">Postgraduate courses with Commonwealth Supported Places</a> for more information.</p>",Business
C04371,2025.01,"<p>The Master of Not-for-Profit and Social Enterprise (Extension) reflects best practice, current issues, and emerging trends in not-for-profit and social enterprise, and has been designed for individuals who are passionate about social justice, enabling them to develop innovative solutions that have social impact. With this in mind, the program includes subjects that seek to develop an understanding of the not-for-profit sector and the unique skills needed to effectively manage organisations that have a social purpose at their heart in both Australian and international contexts.</p>",,,Business
C11024,2025.01,"<p>The Graduate Certificate in Not-for-Profit and Social Enterprise is designed to introduce students to social entrepreneurship and social innovation, and develop skills and knowledge about the Not-for-Profit Sector.</p>",,<p>This course is not offered to international students.</p>,Business
C07113,2025.01,"<p>The Graduate Diploma in Human Resource Management provides participants with sound knowledge and skills in the field of human resource management (HRM), enabling participants to develop expertise across the field of HRM and its issues, including employment relations and other management practices.</p>",<p>Students completing this degree are eligible to apply to the Australian Human Resources Institute (AHRI) for the Professional Member (MAHRI) status and/or advancement to a higher level of membership for those who have appropriate work experience.</p>,,Business
C11198,2025.01,<p>The Graduate Certificate in Human Resource Management introduces participants to knowledge and experiences in the areas of human resource management (HRM) and industrial relations.</p>,,<p>This course is not offered to international students.</p>,Business
C04038,2025.01,"<p>The Master of Financial Analysis is tailored to students who want to excel in the profession of financial analyst. The course covers all areas required to develop the necessary skills to evaluate complex financial projects and investment opportunities, including corporate finance and valuation, accounting and business law.</p>","<p>Completion of the course meets the education requirements for Affiliate membership and, in conjunction with work experience, the requirements for Associate membership with the Financial Services Institute of Australasia (FINSIA).</p>",,Business
C10340,2025.01,"<p>The <a href=""https://www.uts.edu.au/future-students/business/business-courses/undergraduate-programs/bachelor-business-administration"">Bachelor of Business Administration</a> focuses on applying theories to business practice and the overall management of an organisation. Students build on their cultural diversity, experiences and aspirations to develop relevant skills in managing enterprise initiatives. Students learn how a multidisciplinary perspective can be used to address economic, financial and social issues, including those relevant to the Indigenous community.</p>",,<p>This course is only offered to Aboriginal and Torres Strait Islander people.</p> <p>This course is not offered to international students.</p>,Business
C11015,2025.01,<p>The Graduate Certificate in Financial Analysis provides general understanding on a range of contemporary accounting and finance issues.</p>,,<p>This course was previously called the Graduate Certificate in Accounting and Finance.</p>,Business
C11280,2025.01,"<p>The Graduate Certificate in Business Analytics is a unique transdisciplinary program of study in business analytics. With subjects drawn from the UTS Business School and the Faculty of Engineering and Information Technology, students are provided a course structure that fits their background and experience. The course is delivered in blended mode, combining contemporary online and face-to-face learning experiences in UTS&#39;s leading-edge facilities. This course is designed to articulate into the <a href=""https://www.uts.edu.au/future-students/business/business-courses/business-analytics"">Master of Business Analytics</a>. In addition to the on-campus graduate certificate, UTS offers an online <a href=""http://studyonline.uts.edu.au/online-courses/graduate-certificate-business-analytics"">Graduate Certificate in Business Analytics</a>.</p>",,,Business
C04438,2025.01,"<p>The Master of Finance Master of Financial Planning is a double degree that covers the distinct but connected domains of finance and financial planning. The discipline of finance covers the management, creation and study of money and investments. It addresses broad financing and investment issues relevant to individuals, companies and governments. It also incorporates the overall finance system and addresses issues such as the structure and regulation of markets. Financial planning is a related discipline that addresses personal finance decisions and determines how individuals will achieve strategic goals and objectives. It draws on many of the fundamental skills in mainstream finance and incorporates regulatory, legal and taxation concepts.</p>","<p>Completion of the Master of Finance meets the education requirements for Affiliate membership and, in conjunction with work experience, the requirements for Associate membership with the Financial Services Institute of Australasia (<a href=""http://www.finsia.com/membership/compare-memberships"">FINSIA</a>).</p> <p>UTS is recognised as an affiliated university under the <a href=""https://www.uts.edu.au/about/uts-business-school/finance/who-we-are/cfa-university-affiliation-program"">CFA</a>&reg;<a href=""https://www.uts.edu.au/about/uts-business-school/finance/who-we-are/cfa-university-affiliation-program""> (Charted Financial Analyst</a>&reg;<a href=""https://www.uts.edu.au/about/uts-business-school/finance/who-we-are/cfa-university-affiliation-program"">)</a> University Affiliation Program based on the Master of Finance degree.</p> <p>The <a href=""/courses/c04381.html"">Master of Financial Planning</a> is a Financial Adviser Standards and Ethics Authority (FASEA) approved degree. </p>",,Business
C04424,2025.01,"<p>The <a href=""https://www.uts.edu.au/study/business/business-courses/mba-programs/executive-mba"">UTS Executive MBA</a> is designed for experienced professionals and aspiring change makers, innovators, start-up founders and indigenous leaders. It is for those who are looking to further develop their strategic leadership skills, confidence and innovation management capabilities to respond to complex challenges and lead sustainable economic development.</p> <p>The EMBA features:</p> <ul> <li>dedicated study pathways in corporate transformation, entrepreneurship and Indigenous leadership to suit career objectives</li> <li>hands-on, applied and student-focused upskilling in latest discipline-based and transdisciplinary tools and methodologies</li> <li>immersive leadership development experiences and working on real, own and client projects for developing problem-solving and strategic decision-making capabilities</li> <li>extensive coaching and mentoring by experienced industry professionals and entrepreneurs</li> <li>course delivery by leading UTS academics, international guest faculty and highly experienced professionals</li> <li>blended learning via online and block-mode face-to-face classes designed for time-poor management professionals and founders</li> <li>flexible cohort model to facilitate broad networking opportunities, peer learning and collaboration</li> <li>completion over 18 months or more</li> </ul> <p>The program provides an integrative experience that facilitates students&rsquo; transition from tactical to strategic roles and builds their professional capabilities, networks and the confidence to create their next career chapter.</p>",,,Business
C04381,2025.01,<p>The Master of Financial Planning is designed for industry professionals who want a successful career as financial planners. The course is specifically designed to suit the needs of financial professionals interested in developing this career path while working full time and covers the core curriculum required for professional accreditation.</p>,"<p>The Master of Financial Planning is a Financial Adviser Standards and Ethics Authority (FASEA) approved degree. Visit Treasury&rsquo;s Financial Adviser Standards website at <a href=""https://fas.treasury.gov.au/"">fas.treasury.gov.au</a> for more information.</p>",,Business
C04412,2025.01,"<p>The UTS Online <a href=""https://studyonline.uts.edu.au/online-courses/master-business-analytics"">Master of Business Analytics</a> is a unique transdisciplinary program of study in business analytics. With subjects drawn from UTS Business School, the Faculty of Engineering and Information Technology and the Faculty of Arts and Social Sciences, students are provided with a course structure that fits for their background and experience, as well as flexible specialisations to meet new needs and career interests. The course is delivered fully online, part-time, enabling students to continue to work full-time while attaining the business analytical skills to take control of their career and apply the skills their learn in the course immediately at work, regardless of their industry.</p>",,<p>This course is offered fully online.</p> <p>This course is not offered to international students.</p>,Business
C07012,2025.01,<p>The Graduate Diploma in Financial Analysis provides advanced-level knowledge and skills in core contemporary accounting and finance issues.</p>,,<p>This course was previously called the Graduate Diploma in Accounting and Finance.</p>,Business
C20054,2025.01,,,"<p>This is an exit-only course. There is no direct admission to it. Current UTS students may be able to submit an Internal Course Transfer (Graduating) application to exit with this course. See the <a href=""https://www.uts.edu.au/current-students/managing-your-course/your-enrolment/enrolment-changes/course-transfer"">Course transfer</a> page for further details.</p> <p>This course is not offered to international students.</p>",Business
C20055,2025.01,,,"<p>This is an exit-only course. There is no direct admission to it. Current UTS students may be able to submit an Internal Course Transfer (Graduating) application to exit with this course. See the <a href=""https://www.uts.edu.au/current-students/managing-your-course/your-enrolment/enrolment-changes/course-transfer"">Course transfer</a> page for further details.</p> <p>This course is not offered to international students.</p>",Business
C04237,2025.01,"<p>The Master of Professional Accounting (Extension) provides graduates with the necessary skills, knowledge, and expertise for a career in professional accounting practice, and meets the requirements for professional recognition, including CPA Australia (CPAA) and Chartered Accountants of Australia and New Zealand (CAANZ). The Extension course delves deeper into accounting practice with seven electives to choose from, including forensic accounting, international accounting, and ethics and governance.</p>","<p>This course meets educational membership requirements for entry into <a href=""https://www.cpaaustralia.com.au/"">CPA Australia </a>(CPAA), <a href=""https://www.charteredaccountantsanz.com/"">Chartered Accountants of Australia and New Zealand</a> (CAANZ), <a href=""https://www.cimaglobal.com/"">Chartered Institute of Management Accountants </a>(CIMA), <a href=""https://www.accaglobal.com/an/en.html"">Association of Chartered Certified Accountants</a> (ACCA), and <a href=""https://www.publicaccountants.org.au/"">Institute of Public Accountants </a>(IPA).</p>",,Business
C11206,2025.01,"<p>The Graduate Certificate in Professional Accounting is a four-subject introductory course designed to provide a general understanding of accounting and related areas of business study. It provides foundational knowledge in the areas of accounting, finance, economics and law.</p>",,,Business
C04260,2025.01,<p>The Master of Human Resource Management (Extension) provides students with the in-depth knowledge and skills necessary to contribute at a senior level to their organisation&#39;s human resources and people management functions.</p>,<p>Students completing this degree are eligible to apply to the Australian Human Resources Institute (AHRI) for the Professional Member (MAHRI) status and/or advancement to a higher level of membership for those who have appropriate work experience.</p>,,Business
C04380,2025.01,"<p>The <a href=""https://www.uts.edu.au/future-students/business/business-courses/business-analytics"">Master of Business Analytics</a> is a unique transdisciplinary program of study in business analytics. With subjects drawn from UTS Business School, the Faculty of Engineering and Information Technology and the TD School, students are provided with a course structure that fits their background and experience, as well as flexible specialisations to meet new needs and career interests. The course is delivered in blended mode, combining contemporary online and face-to-face learning experiences in UTS&rsquo;s leading-edge facilities. In addition to the on-campus degree, UTS offers an online <a href=""http://studyonline.uts.edu.au/online-courses/master-business-analytics"">Master of Business Analytics</a>.</p>",,,Business
C10235,2025.01,"<p>The <a href=""https://www.uts.edu.au/future-students/business/business-courses/undergraduate-programs/bachelor-accounting"">Bachelor of Accounting</a> is a cooperative education program in accounting. It is an intensive course offered in conjunction with major employers. Students complete a compulsory first major in accounting and receive a scholarship and full-time work training.</p>","<p>To meet the educational membership requirements (pending confirmation of renewal) for entry into <a href=""https://www.cpaaustralia.com.au/"">CPA Australia </a>(CPAA), <a href=""https://www.charteredaccountantsanz.com/"">Chartered Accountants of Australia and New Zealand</a> (CAANZ), <a href=""https://www.cimaglobal.com/"">Chartered Institute of Management Accountants </a>(CIMA), <a href=""https://www.accaglobal.com/an/en.html"">Association of Chartered Certified Accountants</a> (ACCA), and <a href=""https://www.publicaccountants.org.au/"">Institute of Public Accountants </a>(IPA) students will need to complete the Accounting major and successfully complete subject <a href=""https://handbook.uts.edu.au/subjects/21644.html"">21644 </a>Law and Ethics for Managers as either an elective or part of another major (applicable to students commencing from 2022 only).</p>",<p>This is a scholarship degree intended for recent school leavers.</p> <p>This course is only offered to local students.</p> <p>This course is not offered to international students.</p>,Business
C11359,2025.01,"<p>The UTS Online <a href=""https://studyonline.uts.edu.au/online-courses/graduate-certificate-operations-supply-chain-management"">Graduate Certificate in Operations and Supply Chain Management</a> is a specialist postgraduate qualification that develops holistic knowledge of operations and supply chain management concepts with technical and commercial capabilities that will prepare you to lead effective operations.</p>",,<p>This course is offered fully online. </p> <p>This course is not offered to international students.</p>,Business
C11199,2025.01,<p>The Graduate Certificate in Strategic Supply Chain Management provides a solid introduction to business operations and supply chain management for those wishing to gain some experience in this area.</p>,,,Business
C10411,2025.01,"<p>The Bachelor of Business Bachelor of Sustainability and Environment offers students a sound background in all areas of business and the multidisciplinary knowledge of sustainability required to operate within the green economy. Students begin by exploring core areas of business and build their knowledge of sustainability as a scientific, legal and social domain. In the latter years of the course, students undertake one of eight business majors to develop in-depth knowledge of the business context and work with industry and community partners in studio subjects to address real sustainability issues.</p> <p>The course is intended for students with diverse backgrounds, experiences, and aspirations &ndash; whether they are a recent school leaver or not; from Australia or abroad; have work experience or not; are a profession-seeker looking to discover a career path or professionally focused with a career in mind.</p>","<p>Refer to the Bachelor of Business (<a href=""http://www.handbook.uts.edu.au/courses/c10026.html"">C10026</a>) for details on professional recognition of that award.</p>",,Business
C07145,2025.01,"<p>The UTS Online Graduate Diploma in Business Analytics is an exit-only qualification for the <a href=""https://studyonline.uts.edu.au/online-courses/master-business-analytics"">Master of Business Analytics</a>, a unique transdisciplinary program of study in business analytics. With subjects drawn from UTS Business School, the Faculty of Engineering and Information Technology and the Faculty of Arts and Social Sciences, students are provided with a course structure that fits their background and experience, as well as flexible specialisations to meet new needs and career interests. The course is delivered fully online, part-time, enabling students to continue to work full-time while attaining the business analytical skills to take control of their career and apply the skills they learn in the course immediately at work, regardless of their industry.</p>",,"<p>This is an exit-only course. There is no direct admission to it. Current UTS students may be able to submit an Internal Course Transfer (Graduating) application to exit with this course. See the <a href=""https://www.uts.edu.au/current-students/managing-your-course/your-enrolment/enrolment-changes/course-transfer"">Course transfer</a> page for further details.</p> <p>This course is not offered to international students.</p>",Business
C11305,2025.01,"<p>The UTS Online <a href=""https://studyonline.uts.edu.au/online-courses/graduate-certificate-business-analytics"">Graduate Certificate in Business Analytics</a> is a unique transdisciplinary program of study in business analytics. With subjects drawn from UTS Business School, the Faculty of Engineering and Information Technology and the Faculty of Arts and Social Sciences, students are provided with a course structure that fits their background and experience, as well as flexible specialisations to meet new needs and career interests. The course is delivered fully online, part-time, enabling students to continue to work full-time while attaining the business analytical skills to take control of their career and apply the skills their learn in the course immediately at work, regardless of their industry. In addition to the on-campus degree, UTS offers an <a href=""https://studyonline.uts.edu.au/online-courses/C11305"">online Graduate Certificate in Business Analytics</a>.</p>",,<p>This course is offered fully online.</p> <p>This course is not offered to international students.</p>,Business
C11306,2025.01,"<p>The UTS Online?Graduate Certificate in Digital Marketing provides students with foundational skills and knowledge to be a strategic leader in digital marketing. With subjects drawn from UTS Business School and the Faculty of Arts and Social Sciences, students are provided with a course structure designed for data-driven and strategic marketing professionals who want to prepare for the future of digital marketing. </p> <p>The course is delivered fully online part-time, enabling students to continue to work full-time while attaining the digital marketing skills to take control of their career and apply the skills they learn in the course immediately at work, regardless of their industry. </p>",,<p>This course is offered fully online. </p> <p>This course is not offered to international students.</p>,Business
C11334,2025.01,"<p>The Graduate Certificate in Finance provides an introduction to finance theory and practice. It is of particular interest to those working in the various fields of finance and banking whose backgrounds are in fields other than business, finance, commerce or accounting.</p>",,<p>This course is only offered offshore.</p>,Business
C11338,2025.01,<p>The Graduate Certificate in Executive Management provides essential skills and knowledge used in the general management of a business unit or enterprise. </p>,,"<p>This course is only available to international students, and only by distance mode. International students are not eligible for a student visa to study this course in Australia.</p>",Business
C11299,2025.01,"<p>The Graduate Certificate in Behavioural Economics provides a thorough understanding of the basic principles of behavioural economics. This course provides a foundation in standard economic theory and builds the behavioural models on this foundation. This includes heuristics and biases in individual decision making and their implications in strategic interactions. Students are also given a grounding in fundamental tools of applied behavioural science, such as causal inference and trial design.</p>",,<p>This course is not offered to international students.</p>,Business
C04379,2025.01,"<p>The <a href=""https://www.uts.edu.au/future-students/business/business-courses/business-analytics"">Master of Business Analytics (Extension)</a> is a unique transdisciplinary program of study in business analytics. With subjects drawn from UTS Business School, the Faculty of Engineering and Information Technology and the TD School, students are provided with a course structure which fits their background and experience, as well as flexible specialisations to meet new needs and career interests. The course is delivered in blended mode, combining contemporary online and face-to-face learning experiences in UTS&#39;s leading-edge facilities.</p>",,,Business
C11027,2025.01,"<p>The Graduate Certificate in Finance provides an introduction to finance theory and practice. It is of particular interest to those working in, or seeking a move to the various fields of finance and banking whose backgrounds are in fields other than business, finance, commerce or accounting.</p>",,,Business
C04048,2025.01,"<p>The Master of Finance provides a comprehensive range of skills and expertise expected of leading practitioners in the banking and finance sectors. The course enhances students&#39; professional skills in finance, banking and investment management, and provides an avenue for those seeking to move into this area.</p>","<p>Completion of the Master of Finance meets the education requirements for Affiliate membership and, in conjunction with work experience, the requirements for Associate membership with the Financial Services Institute of Australasia (<a href=""http://www.finsia.com/membership/compare-memberships"">FINSIA</a>).</p> <p>UTS is recognised as an affiliated university under the <a href=""https://www.uts.edu.au/about/uts-business-school/finance/who-we-are/cfa-university-affiliation-program"">CFA</a>&reg; (<a href=""https://www.uts.edu.au/about/uts-business-school/finance/who-we-are/cfa-university-affiliation-program"">Charted Financial Analyst</a>&reg;) University Affiliation Program based on the Master of Finance degree.</p>",,Business
C04426,2025.01,<p>The Master of Finance provides a comprehensive range of skills and expertise expected of leading practitioners in the banking and finance sectors. The finance program provides participants with the opportunity to acquire knowledge of finance theory and techniques for leading-edge professional practice purposes.</p>,,<p>This course is only offered offshore.</p>,Business
C04413,2025.01,"<p>The UTS Online?Master of Digital Marketing?is a unique multi-disciplinary and comprehensive program of study in digital marketing. With subjects drawn from UTS Business School and the Faculty of Arts and Social Sciences, students are provided with a course structure designed for data-driven and leading marketing professionals who want to prepare for the future of digital marketing. </p> <p>The course is delivered fully online part-time, enabling students to continue to work full-time while attaining the digital marketing skills to take control of their career and apply the skills they learn in the course immediately at work, regardless of their industry. </p>",,<p>This course is offered fully online. </p> <p>This course is not offered to international students.</p>,Business
C06009,2025.01,"<p>The Graduate Diploma in Business Administration provides a basis for the development of a career in management for graduates who have not previously undertaken an administrative studies degree. The program provides knowledge and skills essential for superior management performance and encompasses the ethos of practice-based learning, social justice, inclusion, and research with real-world impact.</p>",,,Business
C11281,2025.01,"<p>The Graduate Certificate in Financial Planning is a unique modular experience designed for current and aspiring financial planning professionals. The certificate includes three bridging courses required by the Financial Adviser Standards and Ethics Authority (FASEA) for existing advisers. For students looking to become financial advisers, the graduate certificate provides a pathway to the FASEA approved graduate diploma in Financial Planning. The certificate addresses many of the dimensions of the professional profile of modern financial planners.</p>","<p>The Graduate Certificate in Financial Planning has been designed around the standards of financial planning education as set by the Financial Adviser Standards and Ethics Authority (FASEA). The three core subjects have been approved by the Financial Adviser Standards and Ethics Authority (FASEA). Visit Treasury&rsquo;s Financial Adviser Standards website at <a href=""https://fas.treasury.gov.au/"">fas.treasury.gov.au</a> for more information.</p>",,Business
C11345,2025.01,"<p>The UTS Online <a href=""https://studyonline.uts.edu.au/online-courses/graduate-certificate-marketing-and-digital-strategy"">Graduate Certificate in Marketing and Digital Strategy</a> provides the expertise to succeed as a marketing professional in today&rsquo;s fast-paced environment. This course equips students with core marketing capabilities for today&rsquo;s hyperconnected world and provides the skills necessary to excel under increasingly challenging marketing conditions. The course focuses on real-world application of knowledge, drawing on best practices from industry and academia, which builds the key competencies for a range of marketing-related roles.</p>",,<p>This course is offered fully online. </p> <p>This course is not offered to international students.</p>,Business
C11376,2025.01,"<p>Artificial Intelligence (AI) is driving digital transformation of almost all industry sectors. There is an increasing push for business and finance professionals to improve digital skills relating to AI and invest in transferable skills to meet the growing demand in the market for AI solutions to business problems. Companies and government departments are looking to increase AI expertise within their workforce, but the skills shortage has become a global challenge. The Graduate Certificate in Applied Artificial Intelligence for Finance provides a solid practical foundation of AI technologies and machine learning models to tackle real-world financial challenges, ranging from wealth management and algorithmic trading to sustainable finance initiatives.</p>",,<p>This course is not offered to international students.</p>,Business
C07021,2025.01,"<p>The Graduate Diploma in Finance provides financial institution knowledge and decision-making skills for executives in financial institutions, corporations and financial consultancies.</p>",,,Business
C07018,2025.01,"<p>The Graduate Diploma in Management aims to extend post-graduate student understanding of complexity and uncertainty characterising management contexts. Together with insights, capabilities and skills gained in the Graduate Certificate in Management, students are provided with the opportunity to explore these skills in greater breadth and depth.</p>",,,Business
C06017,2025.01,"<p>The Graduate Diploma in Event Management provides a broad overview of the events industry and is designed to develop skills and knowledge sufficient to allow graduates to play a significant role in the planning and delivery of public, corporate and other event types.</p>",,,Business
C11327,2025.01,"<p>The UTS Graduate Certificate in Executive Business Practice provides foundation skills used in the management and strategic change of a business unit, start-up or enterprise. The course is designed for experienced professionals and features:</p> <ul> <li>foundation skills in finance, accounting, business analytics, and marketing</li> <li>study choices in corporate transformation, entrepreneurship and Indigenous leadership</li> <li>hands-on and applied upskilling using the latest tools and methodologies</li> <li>applied leadership development</li> <li>course delivery by leading UTS academics and highly experienced professionals</li> <li>blended learning via fully online and block-mode face-to-face classes</li> <li>flexible cohort model for broad networking opportunities, peer learning and collaboration</li> <li>completion via an accelerated 6-month study plan or flexibly over up to 24 months</li> </ul>",,<p>This course is not offered to international students.</p>,Business
