academic_item,applies_to_all_offerings,code,type
C50009,TRUE,018126E,CRICOS
C06137,TRUE,101143,CRICOS
C10465,TRUE,106869K,CRICOS
C10399,TRUE,102816M,CRICOS
C03066,TRUE,102189M,CRICOS
C10412,TRUE,102819H,CRICOS
C09164,TRUE,106911B,CRICOS
C09144,TRUE,106925G,CRICOS
C04395,TRUE,098389G,CRICOS
C11265,TRUE,095711E,CRICOS
C10322,TRUE,079752G,CRICOS
C09150,TRUE,106913M,CRICOS
C11210,TRUE,065345D,CRICOS
C11265,TRUE,095711E,CRICOS
C10457,TRUE,106661D,CRICOS
C11237,TRUE,081086G,CRICOS
C11238,TRUE,081084J,CRICOS
C11216,TRUE,071910G,CRICOS
C04285,TRUE,084673G,CRICOS
C03024,TRUE,006407F,CRICOS
C03026,TRUE,032335A,CRICOS
C03032,TRUE,028886D,CRICOS
C04008,TRUE,019745C,CRICOS
C06006,TRUE,066575D,CRICOS
C11142,TRUE,084251G,CRICOS
C10214,TRUE,044183B,CRICOS
C11281,TRUE,107947D,CRICOS
C04385,TRUE,098387K,CRICOS
C50009,TRUE,018126E,CRICOS
C04392,TRUE,098060M,CRICOS
C09159,TRUE,106920A,CRICOS
C07147,TRUE,107468H,CRICOS
C10448,TRUE,106142E,CRICOS
C09072,TRUE,084093F,CRICOS
C07147,TRUE,107468H,CRICOS
C10447,TRUE,106141F,CRICOS
C09133,TRUE,106918F,CRICOS
C09164,TRUE,106911B,CRICOS
C06100,TRUE,075569E,CRICOS
C04382,TRUE,098047G,CRICOS
C11346,TRUE,107469G,CRICOS
C03067,TRUE,102187B,CRICOS
C11300,TRUE,101001,CRICOS
C09133,TRUE,106918F,CRICOS
C09138,TRUE,106936D,CRICOS
C09152,TRUE,106905M,CRICOS
C04271,TRUE,081087F,CRICOS
C04272,TRUE,081089D,CRICOS
C04317,TRUE,089508C,CRICOS
C11270,TRUE,096458E,CRICOS
C10460,TRUE,107050A,CRICOS
C11239,TRUE,081085G,CRICOS
C04294,TRUE,084258A,CRICOS
C09067,TRUE,084099M,CRICOS
C10480,TRUE,114583B,CRICOS
C10368,TRUE,087766A,CRICOS
C11247,TRUE,084252G,CRICOS
C04296,TRUE,084254E,CRICOS
C04288,TRUE,084676E,CRICOS
C09072,TRUE,084093F,CRICOS
C04299,TRUE,084265B,CRICOS
C11216,TRUE,071910G,CRICOS
C11247,TRUE,084252G,CRICOS
C04296,TRUE,084254E,CRICOS
C04309,TRUE,088084G,CRICOS
C04255,TRUE,080952M,CRICOS
C04372,TRUE,084268K,CRICOS
C04287,TRUE,084675F,CRICOS
C10362,TRUE,087734J,CRICOS
C03059,TRUE,091974C,CRICOS
C03001,TRUE,008672F,CRICOS
C03026,TRUE,032335A,CRICOS
C03029,TRUE,030869J,CRICOS
C04007,TRUE,064794J,CRICOS
C04143,TRUE,001125A,CRICOS
C06033,TRUE,087648G,CRICOS
C11005,TRUE,088437K,CRICOS
C11142,TRUE,084251G,CRICOS
C04381,TRUE,107949B,CRICOS
C04383,TRUE,098042B,CRICOS
C04406,TRUE,101144,CRICOS
C09159,TRUE,106920A,CRICOS
C10461,TRUE,107052K,CRICOS
C10447,TRUE,106141F,CRICOS
C11239,TRUE,081085G,CRICOS
C09074,TRUE,084095D,CRICOS
C09166,TRUE,110752M,CRICOS
C06147,TRUE,108844C,CRICOS
C07147,TRUE,107468H,CRICOS
C10446,TRUE,106140G,CRICOS
C04420,TRUE,102950E,CRICOS
C09164,TRUE,106911B,CRICOS
C04252,TRUE,074915M,CRICOS
C50009,TRUE,018126E,CRICOS
C09156,TRUE,106915J,CRICOS
C09163,TRUE,106910C,CRICOS
C10330,TRUE,079759M,CRICOS
C04272,TRUE,081089D,CRICOS
C04316,TRUE,089509B,CRICOS
C04236,TRUE,060932C,CRICOS
C10456,TRUE,106874B,CRICOS
C11239,TRUE,081085G,CRICOS
C04290,TRUE,084677D,CRICOS
C09066,TRUE,084098A,CRICOS
C10347,TRUE,084270E,CRICOS
C09055,TRUE,071630D,CRICOS
C04296,TRUE,084254E,CRICOS
C04277,TRUE,081094G,CRICOS
C10123,TRUE,026198M,CRICOS
C09076,TRUE,084097B,CRICOS
C09055,TRUE,071630D,CRICOS
C04295,TRUE,084256C,CRICOS
C10345,TRUE,084259M,CRICOS
C03054,TRUE,076139G,CRICOS
C10391,TRUE,092384F,CRICOS
C11216,TRUE,071910G,CRICOS
C09071,TRUE,084092G,CRICOS
C10367,TRUE,087765B,CRICOS
C10371,TRUE,087738E,CRICOS
C04316,TRUE,089509B,CRICOS
C03059,TRUE,091974C,CRICOS
C04236,TRUE,060932C,CRICOS
C11270,TRUE,096458E,CRICOS
C06123,TRUE,096326F,CRICOS
C04443,TRUE,108843D,CRICOS
C07152,TRUE,pending,CRICOS
C03024,TRUE,006407F,CRICOS
C03029,TRUE,030869J,CRICOS
C04007,TRUE,064794J,CRICOS
C04008,TRUE,019745C,CRICOS
C06009,TRUE,001102G,CRICOS
C10184,TRUE,023607A,CRICOS
C11142,TRUE,084251G,CRICOS
C04265,TRUE,080273A,CRICOS
C03062,TRUE,098382D,CRICOS
C11301,TRUE,101142,CRICOS
C07137,TRUE,098063G,CRICOS
C10465,TRUE,106869K,CRICOS
C10445,TRUE,106143D,CRICOS
C03067,TRUE,102187B,CRICOS
C07019,TRUE,032341C,CRICOS
C11239,TRUE,081085G,CRICOS
C04448,TRUE,112843C,CRICOS
C03012,TRUE,030867M,CRICOS
C10347,TRUE,084270E,CRICOS
C09166,TRUE,110752M,CRICOS
C09167,TRUE,110748G,CRICOS
C10445,TRUE,106143D,CRICOS
C04404,TRUE,101148,CRICOS
C09136,TRUE,106934F,CRICOS
C09139,TRUE,106937C,CRICOS
C04252,TRUE,074915M,CRICOS
C11232,TRUE,077342G,CRICOS
C50009,TRUE,018126E,CRICOS
C09159,TRUE,106920A,CRICOS
C09145,TRUE,106926F,CRICOS
C04272,TRUE,081089D,CRICOS
C11237,TRUE,081086G,CRICOS
C03059,TRUE,091974C,CRICOS
C06123,TRUE,096326F,CRICOS
C10454,TRUE,106872D,CRICOS
C10300,TRUE,080087C,CRICOS
C06110,TRUE,109001E,CRICOS
C04278,TRUE,081093G,CRICOS
C09073,TRUE,084094E,CRICOS
C04300,TRUE,084263D,CRICOS
C10271,TRUE,071631C,CRICOS
C04295,TRUE,084256C,CRICOS
C04006,TRUE,001099J,CRICOS
C09074,TRUE,084095D,CRICOS
C10129,TRUE,026195C,CRICOS
C10271,TRUE,071631C,CRICOS
C06113,TRUE,084253F,CRICOS
C04297,TRUE,084255D,CRICOS
C03054,TRUE,076139G,CRICOS
C11307,TRUE,104626A,CRICOS
C04373,TRUE,088930G,CRICOS
C04390,TRUE,098057F,CRICOS
C11216,TRUE,071910G,CRICOS
C04316,TRUE,089509B,CRICOS
C11270,TRUE,096458E,CRICOS
C06123,TRUE,096326F,CRICOS
C04368,TRUE,096871C,CRICOS
C11292,TRUE,098504K,CRICOS
C10359,TRUE,088069G,CRICOS
C04018,TRUE,025004A,CRICOS
C03024,TRUE,006407F,CRICOS
C03026,TRUE,032335A,CRICOS
C03032,TRUE,028886D,CRICOS
C04008,TRUE,019745C,CRICOS
C06006,TRUE,066575D,CRICOS
C10124,TRUE,013614G,CRICOS
C11142,TRUE,084251G,CRICOS
C50006,TRUE,018126E,CRICOS
C03061,TRUE,098375C,CRICOS
C10342,TRUE,084784A,CRICOS
C11287,TRUE,098064G,CRICOS
C09157,TRUE,106928D,CRICOS
C09131,TRUE,107049E,CRICOS
C03066,TRUE,102189M,CRICOS
C07019,TRUE,032341C,CRICOS
C10122,TRUE,019877B,CRICOS
C03012,TRUE,030867M,CRICOS
C10148,TRUE,040941A,CRICOS
C04438,TRUE,106151D,CRICOS
C09124,TRUE,100571,CRICOS
C09135,TRUE,106931J,CRICOS
C09137,TRUE,106935E,CRICOS
C09057,TRUE,043289M,CRICOS
C11281,TRUE,107947D,CRICOS
C06129,TRUE,098388J,CRICOS
C10378,TRUE,087782A,CRICOS
C03067,TRUE,102187B,CRICOS
C09142,TRUE,106901D,CRICOS
C07142,TRUE,107948C,CRICOS
C11236,TRUE,081083K,CRICOS
C11237,TRUE,081086G,CRICOS
C04317,TRUE,089508C,CRICOS
C04234,TRUE,096324G,CRICOS
C10172,TRUE,026806C,CRICOS
C04277,TRUE,081094G,CRICOS
C10163,TRUE,040712C,CRICOS
C04299,TRUE,084265B,CRICOS
C10370,TRUE,087767M,CRICOS
C06113,TRUE,084253F,CRICOS
C04297,TRUE,084255D,CRICOS
C04294,TRUE,084258A,CRICOS
C09073,TRUE,084094E,CRICOS
C04048,TRUE,036581K,CRICOS
C11216,TRUE,071910G,CRICOS
C11247,TRUE,084252G,CRICOS
C04297,TRUE,084255D,CRICOS
C10223,TRUE,079561C,CRICOS
C10406,TRUE,102567A,CRICOS
C11274,TRUE,084266A,CRICOS
C20056,TRUE,084260G,CRICOS
C11275,TRUE,098384B,CRICOS
C11283,TRUE,098165B,CRICOS
C07012,TRUE,020411D,CRICOS
C07073,TRUE,016613F,CRICOS
C09018,TRUE,015936F,CRICOS
C10020,TRUE,026187C,CRICOS
C10184,TRUE,023607A,CRICOS
C50006,TRUE,018126E,CRICOS
C07113,TRUE,055276F,CRICOS
C04237,TRUE,061286J,CRICOS
C11301,TRUE,101142,CRICOS
C11287,TRUE,098064G,CRICOS
C04411,TRUE,102331K,CRICOS
C03066,TRUE,102189M,CRICOS
C06136,TRUE,101147,CRICOS
C09132,TRUE,106929C,CRICOS
C11307,TRUE,104626A,CRICOS
C06125,TRUE,098385A,CRICOS
C04374,TRUE,098052M,CRICOS
C06130,TRUE,098166A,CRICOS
C04264,TRUE,080598B,CRICOS
C10307,TRUE,077338D,CRICOS
C11232,TRUE,077342G,CRICOS
C04270,TRUE,080271C,CRICOS
C04272,TRUE,081089D,CRICOS
C09135,TRUE,106931J,CRICOS
C09142,TRUE,106901D,CRICOS
C04395,TRUE,098389G,CRICOS
C11264,TRUE,095712D,CRICOS
C03056,TRUE,086292E,CRICOS
C10424,TRUE,103083B,CRICOS
C04007,TRUE,064794J,CRICOS
C04143,TRUE,001125A,CRICOS
C07073,TRUE,016613F,CRICOS
C10169,TRUE,041436K,CRICOS
C11008,TRUE,018156K,CRICOS
C10226,TRUE,063721A,CRICOS
C04235,TRUE,061397B,CRICOS
C09073,TRUE,084094E,CRICOS
C11270,TRUE,096458E,CRICOS
C06123,TRUE,096326F,CRICOS
C11292,TRUE,098504K,CRICOS
C10454,TRUE,106872D,CRICOS
C09079,TRUE,080270D,CRICOS
C04288,TRUE,084676E,CRICOS
C09067,TRUE,084099M,CRICOS
C04418,TRUE,107831E,CRICOS
C11275,TRUE,098384B,CRICOS
C06130,TRUE,098166A,CRICOS
C04264,TRUE,080598B,CRICOS
C10342,TRUE,084784A,CRICOS
C07002,TRUE,088876J,CRICOS
C07073,TRUE,016613F,CRICOS
C10004,TRUE,044179J,CRICOS
C10169,TRUE,041436K,CRICOS
C50006,TRUE,018126E,CRICOS
C10228,TRUE,079735G,CRICOS
C04235,TRUE,061397B,CRICOS
C50009,TRUE,018126E,CRICOS
C04393,TRUE,098062J,CRICOS
C07138,TRUE,100399,CRICOS
C04438,TRUE,106151D,CRICOS
C03067,TRUE,102187B,CRICOS
C04420,TRUE,102950E,CRICOS
C10391,TRUE,092384F,CRICOS
C11277,TRUE,098054J,CRICOS
C10377,TRUE,087781B,CRICOS
C11232,TRUE,077342G,CRICOS
C10338,TRUE,079765B,CRICOS
C11236,TRUE,081083K,CRICOS
C09134,TRUE,106930K,CRICOS
C09140,TRUE,106938B,CRICOS
C09152,TRUE,106905M,CRICOS
C07129,TRUE,055275G,CRICOS
C09079,TRUE,080270D,CRICOS
C04431,TRUE,107869B,CRICOS
C03032,TRUE,028886D,CRICOS
C04143,TRUE,001125A,CRICOS
C06009,TRUE,001102G,CRICOS
C07073,TRUE,016613F,CRICOS
C11005,TRUE,088437K,CRICOS
C50007,TRUE,012083D,CRICOS
C10239,TRUE,059726G,CRICOS
C11211,TRUE,064381G,CRICOS
C10122,TRUE,019877B,CRICOS
C04236,TRUE,060932C,CRICOS
C04234,TRUE,096324G,CRICOS
C11292,TRUE,098504K,CRICOS
C10452,TRUE,106871E,CRICOS
C10460,TRUE,107050A,CRICOS
C04320,TRUE,092803C,CRICOS
C09119,TRUE,092896D,CRICOS
C04278,TRUE,081093G,CRICOS
C10406,TRUE,102567A,CRICOS
C04418,TRUE,107831E,CRICOS
C11274,TRUE,084266A,CRICOS
C10348,TRUE,086359B,CRICOS
C04389,TRUE,098055G,CRICOS
C50009,TRUE,018126E,CRICOS
C07073,TRUE,016613F,CRICOS
C09031,TRUE,040706A,CRICOS
C10136,TRUE,040713B,CRICOS
C50006,TRUE,018126E,CRICOS
C50007,TRUE,012083D,CRICOS
C04235,TRUE,061397B,CRICOS
C04391,TRUE,098061K,CRICOS
C04394,TRUE,098414A,CRICOS
C07147,TRUE,107468H,CRICOS
C03066,TRUE,102189M,CRICOS
C10411,TRUE,102818J,CRICOS
C04297,TRUE,084255D,CRICOS
C11281,TRUE,107947D,CRICOS
C11232,TRUE,077342G,CRICOS
C04259,TRUE,077377G,CRICOS
C06108,TRUE,109000F,CRICOS
C09132,TRUE,106929C,CRICOS
C09138,TRUE,106936D,CRICOS
C09162,TRUE,106917G,CRICOS
C04324,TRUE,084678C,CRICOS
C03051,TRUE,075277F,CRICOS
C04430,TRUE,107870J,CRICOS
C03029,TRUE,030869J,CRICOS
C06006,TRUE,066575D,CRICOS
C07004,TRUE,109002D,CRICOS
C11005,TRUE,088437K,CRICOS
C50006,TRUE,018126E,CRICOS
C09048,TRUE,044180E,CRICOS
C10162,TRUE,032310K,CRICOS
C09066,TRUE,084098A,CRICOS
C04236,TRUE,060932C,CRICOS
C04234,TRUE,096324G,CRICOS
C07140,TRUE,098415M,CRICOS
C03064,TRUE,099357G,CRICOS
C04424,TRUE,104623D,CRICOS
C10389,TRUE,092383G,CRICOS
C04290,TRUE,084677D,CRICOS
C03032,TRUE,028886D,CRICOS
C03001,TRUE,008672F,CRICOS
C11307,TRUE,104626A,CRICOS
C11274,TRUE,084266A,CRICOS
C06127,TRUE,098053K,CRICOS
C10395,TRUE,100483,CRICOS
C10383,TRUE,087789E,CRICOS
C07029,TRUE,014223C,CRICOS
C09019,TRUE,046619G,CRICOS
C10125,TRUE,008756B,CRICOS
C11005,TRUE,088437K,CRICOS
C50007,TRUE,012083D,CRICOS
C10239,TRUE,059726G,CRICOS
C06137,TRUE,101143,CRICOS
C03063,TRUE,098418G,CRICOS
C10462,TRUE,107051M,CRICOS
C03066,TRUE,102189M,CRICOS
C11300,TRUE,101001,CRICOS
C10223,TRUE,079561C,CRICOS
C06125,TRUE,098385A,CRICOS
C11249,TRUE,084261F,CRICOS
C07136,TRUE,098058E,CRICOS
C04265,TRUE,080273A,CRICOS
C04385,TRUE,098387K,CRICOS
C11232,TRUE,077342G,CRICOS
C04258,TRUE,077375K,CRICOS
C04271,TRUE,081087F,CRICOS
C04272,TRUE,081089D,CRICOS
C10243,TRUE,026202J,CRICOS
C09136,TRUE,106934F,CRICOS
C09147,TRUE,106921M,CRICOS
C04395,TRUE,098389G,CRICOS
C11265,TRUE,095711E,CRICOS
C10302,TRUE,080084F,CRICOS
C03057,TRUE,086291F,CRICOS
C04423,TRUE,092411G,CRICOS
C03001,TRUE,008672F,CRICOS
C03025,TRUE,001121E,CRICOS
C04007,TRUE,064794J,CRICOS
C04143,TRUE,001125A,CRICOS
C10026,TRUE,006487A,CRICOS
C10184,TRUE,023607A,CRICOS
C11142,TRUE,084251G,CRICOS
C09048,TRUE,044180E,CRICOS
C09074,TRUE,084095D,CRICOS
C03059,TRUE,091974C,CRICOS
C04222,TRUE,096325G,CRICOS
C04369,TRUE,096872B,CRICOS
C07141,TRUE,098503M,CRICOS
C03056,TRUE,086292E,CRICOS
C04431,TRUE,107869B,CRICOS
C11326,TRUE,092412G,CRICOS
C04288,TRUE,084676E,CRICOS
C09074,TRUE,084095D,CRICOS
C03012,TRUE,030867M,CRICOS
C10066,TRUE,033909D,CRICOS
C03026,TRUE,032335A,CRICOS
C04391,TRUE,098061K,CRICOS
C10465,TRUE,106869K,CRICOS
C10448,TRUE,106142E,CRICOS
C09134,TRUE,106930K,CRICOS
C09142,TRUE,106901D,CRICOS
C09147,TRUE,106921M,CRICOS
C11232,TRUE,077342G,CRICOS
C04273,TRUE,081095F,CRICOS
C04285,TRUE,084673G,CRICOS
C10364,TRUE,087736G,CRICOS
C10371,TRUE,087738E,CRICOS
C04316,TRUE,089509B,CRICOS
C09141,TRUE,106923J,CRICOS
C09162,TRUE,106917G,CRICOS
C11210,TRUE,065345D,CRICOS
C10450,TRUE,106138A,CRICOS
C10172,TRUE,026806C,CRICOS
C04428,TRUE,105155H,CRICOS
C04424,TRUE,104623D,CRICOS
C07137,TRUE,098063G,CRICOS
C10411,TRUE,102818J,CRICOS
C09142,TRUE,106901D,CRICOS
C10374,TRUE,087778G,CRICOS
C03059,TRUE,091974C,CRICOS
C04236,TRUE,060932C,CRICOS
C04371,TRUE,096873A,CRICOS
C11216,TRUE,071910G,CRICOS
C20056,TRUE,084260G,CRICOS
C04320,TRUE,092803C,CRICOS
C11015,TRUE,022411K,CRICOS
C11239,TRUE,081085G,CRICOS
C10122,TRUE,019877B,CRICOS
C03012,TRUE,030867M,CRICOS
C09158,TRUE,111249G,CRICOS
C04018,TRUE,025004A,CRICOS
C03024,TRUE,006407F,CRICOS
C11211,TRUE,064381G,CRICOS
C04252,TRUE,074915M,CRICOS
C06108,TRUE,109000F,CRICOS
C04274,TRUE,081096E,CRICOS
C04275,TRUE,081088E,CRICOS
C03012,TRUE,030867M,CRICOS
C10474,TRUE,110746J,CRICOS
C11354,TRUE,110894H,CRICOS
C03001,TRUE,008672F,CRICOS
C03025,TRUE,001121E,CRICOS
C03029,TRUE,030869J,CRICOS
C04007,TRUE,064794J,CRICOS
C04143,TRUE,001125A,CRICOS
C07029,TRUE,014223C,CRICOS
C06129,TRUE,098388J,CRICOS
C09019,TRUE,046619G,CRICOS
C04380,TRUE,100398,CRICOS
C10375,TRUE,087779G,CRICOS
C10380,TRUE,087786G,CRICOS
C10342,TRUE,084784A,CRICOS
C04393,TRUE,098062J,CRICOS
C04410,TRUE,102330M,CRICOS
C09135,TRUE,106931J,CRICOS
C04390,TRUE,098057F,CRICOS
C04143,TRUE,001125A,CRICOS
C06009,TRUE,001102G,CRICOS
C09018,TRUE,015936F,CRICOS
C11008,TRUE,018156K,CRICOS
C10214,TRUE,044183B,CRICOS
C10219,TRUE,047835B,CRICOS
C50007,TRUE,012083D,CRICOS
C04391,TRUE,098061K,CRICOS
C09155,TRUE,106914K,CRICOS
C04420,TRUE,102950E,CRICOS
C09140,TRUE,106938B,CRICOS
C04273,TRUE,081095F,CRICOS
C30020,TRUE,082433G,CRICOS
C10362,TRUE,087734J,CRICOS
C10370,TRUE,087767M,CRICOS
C04316,TRUE,089509B,CRICOS
C09138,TRUE,106936D,CRICOS
C09146,TRUE,106927E,CRICOS
C04395,TRUE,098389G,CRICOS
C11265,TRUE,095711E,CRICOS
C10413,TRUE,103340A,CRICOS
C03056,TRUE,086292E,CRICOS
C10424,TRUE,103083B,CRICOS
C06116,TRUE,088013A,CRICOS
C10245,TRUE,064382G,CRICOS
C09134,TRUE,106930K,CRICOS
C10372,TRUE,087768K,CRICOS
C04317,TRUE,089508C,CRICOS
C04236,TRUE,060932C,CRICOS
C04234,TRUE,096324G,CRICOS
C03064,TRUE,099357G,CRICOS
C04297,TRUE,084255D,CRICOS
C04320,TRUE,092803C,CRICOS
C09119,TRUE,092896D,CRICOS
C06110,TRUE,109001E,CRICOS
C04294,TRUE,084258A,CRICOS
C09067,TRUE,084099M,CRICOS
C10347,TRUE,084270E,CRICOS
C06147,TRUE,108844C,CRICOS
C03002,TRUE,008674D,CRICOS
C03048,TRUE,052679M,CRICOS
C04250,TRUE,074765J,CRICOS
C04271,TRUE,081087F,CRICOS
C11236,TRUE,081083K,CRICOS
C04273,TRUE,081095F,CRICOS
C11238,TRUE,081084J,CRICOS
C04448,TRUE,112843C,CRICOS
C10473,TRUE,110751A,CRICOS
C03069,TRUE,109388C,CRICOS
C04018,TRUE,025004A,CRICOS
C03002,TRUE,008674D,CRICOS
C03026,TRUE,032335A,CRICOS
C04007,TRUE,064794J,CRICOS
C04143,TRUE,001125A,CRICOS
C07004,TRUE,109002D,CRICOS
C04385,TRUE,098387K,CRICOS
C10475,TRUE,110747H,CRICOS
C06147,TRUE,108844C,CRICOS
C04379,TRUE,100411,CRICOS
C06129,TRUE,098388J,CRICOS
C10379,TRUE,087783M,CRICOS
C50009,TRUE,018126E,CRICOS
C04392,TRUE,098060M,CRICOS
C09155,TRUE,106914K,CRICOS
C04420,TRUE,102950E,CRICOS
C03032,TRUE,028886D,CRICOS
C04143,TRUE,001125A,CRICOS
C07002,TRUE,088876J,CRICOS
C10026,TRUE,006487A,CRICOS
C10126,TRUE,009473E,CRICOS
C10219,TRUE,047835B,CRICOS
C50007,TRUE,012083D,CRICOS
C04406,TRUE,101144,CRICOS
C04420,TRUE,102950E,CRICOS
C09138,TRUE,106936D,CRICOS
C04275,TRUE,081088E,CRICOS
C09070,TRUE,084091G,CRICOS
C10368,TRUE,087766A,CRICOS
C09049,TRUE,098041C,CRICOS
C10278,TRUE,100484,CRICOS
C09138,TRUE,106936D,CRICOS
C09143,TRUE,106924H,CRICOS
C07142,TRUE,107948C,CRICOS
C11265,TRUE,095711E,CRICOS
C09129,TRUE,106662C,CRICOS
C10301,TRUE,080086D,CRICOS
C04429,TRUE,105154J,CRICOS
C10379,TRUE,087783M,CRICOS
C07138,TRUE,100399,CRICOS
C10461,TRUE,107052K,CRICOS
C10445,TRUE,106143D,CRICOS
C09123,TRUE,100570,CRICOS
C09164,TRUE,106911B,CRICOS
C10370,TRUE,087767M,CRICOS
C04317,TRUE,089508C,CRICOS
C10278,TRUE,100484,CRICOS
C04234,TRUE,096324G,CRICOS
C07141,TRUE,098503M,CRICOS
C04295,TRUE,084256C,CRICOS
C03054,TRUE,076139G,CRICOS
C04424,TRUE,104623D,CRICOS
C10389,TRUE,092383G,CRICOS
C06110,TRUE,109001E,CRICOS
C04278,TRUE,081093G,CRICOS
C09076,TRUE,084097B,CRICOS
C04299,TRUE,084265B,CRICOS
C10352,TRUE,088064A,CRICOS
C03001,TRUE,008672F,CRICOS
C50008,TRUE,066310G,CRICOS
C04270,TRUE,080271C,CRICOS
C11236,TRUE,081083K,CRICOS
C11238,TRUE,081084J,CRICOS
C04222,TRUE,096325G,CRICOS
C03012,TRUE,030867M,CRICOS
C04326,TRUE,114584A,CRICOS
C09167,TRUE,110748G,CRICOS
C10355,TRUE,088067J,CRICOS
C03002,TRUE,008674D,CRICOS
C03026,TRUE,032335A,CRICOS
C04007,TRUE,064794J,CRICOS
C04008,TRUE,019745C,CRICOS
C07002,TRUE,088876J,CRICOS
C07073,TRUE,016613F,CRICOS
C04385,TRUE,098387K,CRICOS
C10359,TRUE,088069G,CRICOS
C11142,TRUE,084251G,CRICOS
C04265,TRUE,080273A,CRICOS
C03061,TRUE,098375C,CRICOS
C06116,TRUE,088013A,CRICOS
C10380,TRUE,087786G,CRICOS
C04391,TRUE,098061K,CRICOS
C09160,TRUE,106916H,CRICOS
C11346,TRUE,107469G,CRICOS
C10412,TRUE,102819H,CRICOS
C03002,TRUE,008674D,CRICOS
C03032,TRUE,028886D,CRICOS
C04143,TRUE,001125A,CRICOS
C04392,TRUE,098060M,CRICOS
C04438,TRUE,106151D,CRICOS
C04440,TRUE,106031A,CRICOS
C09136,TRUE,106934F,CRICOS
C09163,TRUE,106910C,CRICOS
C04259,TRUE,077377G,CRICOS
C04274,TRUE,081096E,CRICOS
C04285,TRUE,084673G,CRICOS
C10367,TRUE,087765B,CRICOS
C10373,TRUE,087777J,CRICOS
C04317,TRUE,089508C,CRICOS
C09164,TRUE,106911B,CRICOS
C09142,TRUE,106901D,CRICOS
C09151,TRUE,106903B,CRICOS
C11265,TRUE,095711E,CRICOS
C10454,TRUE,106872D,CRICOS
C10300,TRUE,080087C,CRICOS
C04429,TRUE,105154J,CRICOS
C04424,TRUE,104623D,CRICOS
C10381,TRUE,087787G,CRICOS
C04391,TRUE,098061K,CRICOS
C04393,TRUE,098062J,CRICOS
C06136,TRUE,101147,CRICOS
C09139,TRUE,106937C,CRICOS
C10369,TRUE,087737F,CRICOS
C04316,TRUE,089509B,CRICOS
C03059,TRUE,091974C,CRICOS
C11271,TRUE,096459D,CRICOS
C07140,TRUE,098415M,CRICOS
C11247,TRUE,084252G,CRICOS
C04309,TRUE,088084G,CRICOS
C09100,TRUE,092385E,CRICOS
C11015,TRUE,022411K,CRICOS
C11239,TRUE,081085G,CRICOS
C09072,TRUE,084093F,CRICOS
C09169,TRUE,113303A,CRICOS
C03069,TRUE,109388C,CRICOS
C03001,TRUE,008672F,CRICOS
C03024,TRUE,006407F,CRICOS
C50008,TRUE,066310G,CRICOS
C10321,TRUE,079751G,CRICOS
C11236,TRUE,081083K,CRICOS
C11238,TRUE,081084J,CRICOS
C30019,TRUE,082432G,CRICOS
C10371,TRUE,087738E,CRICOS
C11271,TRUE,096459D,CRICOS
C03012,TRUE,030867M,CRICOS
C10475,TRUE,110747H,CRICOS
C09168,TRUE,110745K,CRICOS
C03001,TRUE,008672F,CRICOS
C03026,TRUE,032335A,CRICOS
C03032,TRUE,028886D,CRICOS
C04008,TRUE,019745C,CRICOS
C06017,TRUE,046112A,CRICOS
C07073,TRUE,016613F,CRICOS
C06129,TRUE,098388J,CRICOS
C11027,TRUE,020212M,CRICOS
C07122,TRUE,080597C,CRICOS
C03061,TRUE,098375C,CRICOS
C10376,TRUE,087780C,CRICOS
C10380,TRUE,087786G,CRICOS
C11301,TRUE,101142,CRICOS
C11287,TRUE,098064G,CRICOS
C10461,TRUE,107052K,CRICOS
C10410,TRUE,102817K,CRICOS
C09164,TRUE,106911B,CRICOS
C04264,TRUE,080598B,CRICOS
C50008,TRUE,066310G,CRICOS
C11236,TRUE,081083K,CRICOS
C11237,TRUE,081086G,CRICOS
C11264,TRUE,095712D,CRICOS
C04431,TRUE,107869B,CRICOS
C10123,TRUE,026198M,CRICOS
C03017,TRUE,009468B,CRICOS
C04222,TRUE,096325G,CRICOS
C06126,TRUE,098505J,CRICOS
C09075,TRUE,084096C,CRICOS
C06130,TRUE,098166A,CRICOS
C10456,TRUE,106874B,CRICOS
C10424,TRUE,103083B,CRICOS
C11307,TRUE,104626A,CRICOS
C06126,TRUE,098505J,CRICOS
C06130,TRUE,098166A,CRICOS
C07136,TRUE,098058E,CRICOS
C07122,TRUE,080597C,CRICOS
C11282,TRUE,098049F,CRICOS
C10377,TRUE,087781B,CRICOS
C50009,TRUE,018126E,CRICOS
C11216,TRUE,071910G,CRICOS
C04418,TRUE,107831E,CRICOS
C11275,TRUE,098384B,CRICOS
C04264,TRUE,080598B,CRICOS
C09031,TRUE,040706A,CRICOS
C09057,TRUE,043289M,CRICOS
C10304,TRUE,077331M,CRICOS
C50006,TRUE,018126E,CRICOS
C04237,TRUE,061286J,CRICOS
C03048,TRUE,052679M,CRICOS
C03050,TRUE,055629G,CRICOS
C10327,TRUE,079757B,CRICOS
C06108,TRUE,109000F,CRICOS
C04272,TRUE,081089D,CRICOS
C30019,TRUE,082432G,CRICOS
C04429,TRUE,105154J,CRICOS
C10424,TRUE,103083B,CRICOS
C11015,TRUE,022411K,CRICOS
C11239,TRUE,081085G,CRICOS
C11238,TRUE,081084J,CRICOS
C30020,TRUE,082433G,CRICOS
C04287,TRUE,084675F,CRICOS
